scenario_id,scenario_type,asset_type,threat_category,vulnerability_score,asset_importance,exposure_level,security_maturity,control_effectiveness,threat_intensity,incident_likelihood,data_sensitivity,estimated_financial_impact,risk_score,risk_level,response_priority
RISK-1567,Credential Compromise,Endpoint PC,Phishing,6.68,3,2,10,4,3,0.5,7,1636338,71.57,High,1순위
RISK-1568,Malware Infection,Cloud Service,Phishing,0.96,4,7,5,5,2,0.68,7,2268683,78.47,High,1순위
RISK-1569,Insider Threat,Cloud Service,Data Exfiltration,6.24,5,2,9,8,4,0.54,4,1933813,77.3,High,1순위
RISK-1570,Data Leakage,VPN Server,Phishing,4.52,1,2,6,4,3,0.65,2,829471,47.81,Medium,2순위
RISK-1571,Credential Compromise,Web Server,Vulnerability Exploitation,5.87,7,4,5,3,5,0.79,9,2307339,100.0,High,1순위
RISK-1572,Service Disruption,File Server,Brute Force,1.68,10,9,3,2,8,0.39,8,2890505,100.0,High,1순위
RISK-1573,External Attack,Endpoint PC,Data Exfiltration,7.37,7,8,5,4,10,0.81,5,2013456,100.0,High,1순위
RISK-1574,Data Leakage,VPN Server,DDoS,8.63,9,2,8,10,8,0.2,5,2448855,100.0,High,1순위
RISK-1575,Malware Infection,VPN Server,C2 Communication,2.17,4,8,2,4,7,0.29,1,1692070,100.0,High,1순위
RISK-1576,Service Disruption,File Server,Data Exfiltration,0.96,6,4,5,10,8,0.09,9,2045890,80.41,High,1순위
RISK-1577,Credential Compromise,Endpoint PC,Data Exfiltration,0.24,2,2,6,5,5,0.38,10,1422254,41.18,Medium,2순위
RISK-1578,Insider Threat,Endpoint PC,Brute Force,6.42,4,10,10,7,10,0.39,8,2245358,100.0,High,1순위
RISK-1579,Service Disruption,Web Server,C2 Communication,6.07,2,7,8,9,10,0.77,5,1911034,100.0,High,1순위
RISK-1580,Service Disruption,Endpoint PC,Brute Force,5.47,10,6,8,2,6,0.64,10,3318211,100.0,High,1순위
RISK-1581,Malware Infection,Cloud Service,DDoS,2.32,5,10,5,5,8,0.44,6,1971154,100.0,High,1순위
RISK-1582,External Attack,File Server,Phishing,3.91,7,5,9,10,1,0.64,10,2544876,78.43,High,1순위
RISK-1583,Service Disruption,Endpoint PC,Data Exfiltration,5.94,1,1,4,9,6,0.1,10,1798027,75.19,High,1순위
RISK-1584,Service Disruption,Web Server,Brute Force,4.97,10,2,9,3,6,0.21,8,3114968,100.0,High,1순위
RISK-1585,External Attack,VPN Server,DDoS,9.88,10,8,7,1,5,0.61,6,2211270,100.0,High,1순위
RISK-1586,External Attack,Cloud Service,DDoS,1.36,7,1,6,2,4,0.63,10,2335413,88.95,High,1순위
RISK-1587,Insider Threat,Endpoint PC,Vulnerability Exploitation,6.95,10,3,4,6,1,0.75,4,3096116,100.0,High,1순위
RISK-1588,Credential Compromise,File Server,Data Exfiltration,4.04,6,2,2,5,10,0.41,3,1616415,100.0,High,1순위
RISK-1589,Insider Threat,Endpoint PC,DDoS,4.28,6,5,8,1,8,0.7,7,2750674,100.0,High,1순위
RISK-1590,External Attack,Database Server,Phishing,7.18,8,4,6,1,6,0.67,2,2700476,100.0,High,1순위
RISK-1591,Data Leakage,Web Server,Brute Force,6.92,8,7,3,4,3,0.92,7,2588140,100.0,High,1순위
RISK-1592,External Attack,VPN Server,Brute Force,9.91,6,5,7,4,3,0.24,1,1496523,100.0,High,1순위
RISK-1593,Insider Threat,Database Server,Vulnerability Exploitation,1.28,3,8,10,6,6,0.55,10,1454351,80.09,High,1순위
RISK-1594,Malware Infection,File Server,Phishing,1.04,5,4,7,6,7,0.59,5,1988099,74.93,High,1순위
RISK-1595,Malware Infection,Endpoint PC,DDoS,7.24,2,6,6,10,8,0.95,9,1996739,100.0,High,1순위
RISK-1596,Credential Compromise,Web Server,Vulnerability Exploitation,5.78,5,4,2,6,5,0.23,1,1953389,91.59,High,1순위
RISK-1597,Service Disruption,Cloud Service,DDoS,2.74,9,2,8,1,10,0.52,8,2571722,100.0,High,1순위
RISK-1598,Malware Infection,Endpoint PC,DDoS,0.79,10,1,1,10,6,0.36,9,2981696,100.0,High,1순위
RISK-1599,Insider Threat,Endpoint PC,Data Exfiltration,0.86,1,1,1,9,1,0.52,9,1252035,27.74,Low,3순위
RISK-1600,Malware Infection,Endpoint PC,C2 Communication,8.94,10,8,6,7,6,0.26,8,2733377,100.0,High,1순위
RISK-1601,Data Leakage,Cloud Service,DDoS,1.92,5,4,5,7,9,0.09,4,1735100,73.68,High,1순위
RISK-1602,External Attack,Endpoint PC,Brute Force,3.23,6,5,9,7,10,0.57,7,2791544,100.0,High,1순위
RISK-1603,External Attack,Web Server,DDoS,2.27,7,8,7,2,4,0.35,1,1695508,92.77,High,1순위
RISK-1604,Insider Threat,Cloud Service,Vulnerability Exploitation,3.55,9,7,2,2,10,0.21,7,2148974,100.0,High,1순위
RISK-1605,Service Disruption,Cloud Service,DDoS,0.69,6,8,7,6,1,0.34,6,1993537,61.27,Medium,2순위
RISK-1606,External Attack,Database Server,Brute Force,5.19,5,8,3,7,9,0.09,5,2299440,100.0,High,1순위
RISK-1607,Malware Infection,File Server,Brute Force,0.68,7,6,1,3,4,0.91,1,1898052,100.0,High,1순위
RISK-1608,Data Leakage,Cloud Service,Vulnerability Exploitation,8.0,1,10,8,4,2,0.57,8,2174432,100.0,High,1순위
RISK-1609,Service Disruption,Database Server,Brute Force,2.34,5,2,3,3,1,0.78,10,2131912,87.27,High,1순위
RISK-1610,Service Disruption,Web Server,Phishing,5.4,2,6,8,7,3,0.43,1,1240933,49.37,Medium,2순위
RISK-1611,Service Disruption,File Server,Phishing,8.8,4,1,7,7,7,0.86,1,2120802,100.0,High,1순위
RISK-1612,External Attack,Cloud Service,C2 Communication,6.51,7,1,2,4,10,0.48,3,2158103,100.0,High,1순위
RISK-1613,Credential Compromise,VPN Server,Phishing,5.33,5,3,1,7,2,0.57,8,2030759,98.65,High,1순위
RISK-1614,Service Disruption,Database Server,Vulnerability Exploitation,3.24,6,3,7,5,9,0.49,8,2822911,100.0,High,1순위
RISK-1615,Insider Threat,Web Server,DDoS,3.33,2,5,1,1,2,0.71,7,2603137,95.46,High,1순위
RISK-1616,Malware Infection,Web Server,Phishing,6.69,3,1,6,10,5,0.56,5,1235025,66.24,Medium,2순위
RISK-1617,Credential Compromise,Web Server,C2 Communication,9.94,7,10,10,4,8,0.29,8,2241611,100.0,High,1순위
RISK-1618,Data Leakage,File Server,Data Exfiltration,6.62,2,6,10,7,10,0.18,2,1135863,90.45,High,1순위
RISK-1619,Malware Infection,Endpoint PC,Data Exfiltration,5.58,6,7,8,2,8,0.6,8,2237542,100.0,High,1순위
RISK-1620,Insider Threat,VPN Server,Vulnerability Exploitation,7.31,5,10,7,2,3,0.49,2,2261981,100.0,High,1순위
RISK-1621,Insider Threat,File Server,C2 Communication,4.65,10,3,4,1,2,0.14,10,2307527,100.0,High,1순위
RISK-1622,Credential Compromise,File Server,Phishing,0.6,1,4,1,2,9,0.41,5,1810119,84.54,High,1순위
RISK-1623,Malware Infection,Cloud Service,C2 Communication,5.62,10,10,1,10,3,0.51,4,2877423,100.0,High,1순위
RISK-1624,External Attack,Database Server,Brute Force,9.58,4,10,4,8,8,0.79,1,2365626,100.0,High,1순위
RISK-1625,Insider Threat,VPN Server,C2 Communication,1.75,2,10,5,8,2,0.12,5,1147544,59.87,Medium,2순위
RISK-1626,Service Disruption,Web Server,Phishing,6.9,4,10,7,8,3,0.36,7,2645399,100.0,High,1순위
RISK-1627,Data Leakage,File Server,Vulnerability Exploitation,2.01,1,10,4,1,1,0.79,1,1690816,81.97,High,1순위
RISK-1628,Data Leakage,VPN Server,Brute Force,5.36,2,3,10,1,6,0.63,2,1032199,77.54,High,1순위
RISK-1629,Insider Threat,Database Server,C2 Communication,0.97,8,1,1,10,7,0.31,9,2239627,85.86,High,1순위
RISK-1630,Service Disruption,Endpoint PC,Data Exfiltration,4.5,6,8,10,4,4,0.81,5,2844739,100.0,High,1순위
RISK-1631,Malware Infection,VPN Server,Phishing,7.56,2,10,7,6,1,0.49,7,1892262,100.0,High,1순위
RISK-1632,Data Leakage,Web Server,Vulnerability Exploitation,3.48,6,10,2,8,3,0.5,2,2541525,100.0,High,1순위
RISK-1633,Service Disruption,File Server,DDoS,6.65,10,2,2,2,9,0.93,7,2982855,100.0,High,1순위
RISK-1634,Service Disruption,Endpoint PC,Phishing,7.95,9,1,8,3,5,0.9,7,2209590,100.0,High,1순위
RISK-1635,External Attack,Database Server,C2 Communication,9.27,7,8,10,6,6,0.37,7,2390655,100.0,High,1순위
RISK-1636,Insider Threat,Web Server,Vulnerability Exploitation,2.35,9,7,10,10,4,0.18,5,1968501,80.02,High,1순위
RISK-1637,Service Disruption,Endpoint PC,Data Exfiltration,3.99,5,7,10,4,1,0.34,9,1676737,82.3,High,1순위
RISK-1638,Malware Infection,Cloud Service,Brute Force,1.52,7,4,5,2,5,0.08,2,1645715,74.74,High,1순위
RISK-1639,Data Leakage,Cloud Service,C2 Communication,9.92,7,9,10,7,5,0.07,4,2230984,100.0,High,1순위
RISK-1640,External Attack,Database Server,Vulnerability Exploitation,9.27,3,6,2,4,5,0.41,2,1763840,100.0,High,1순위
RISK-1641,Malware Infection,Web Server,Brute Force,5.4,7,2,5,8,6,0.9,8,1897437,98.52,High,1순위
RISK-1642,Data Leakage,File Server,Vulnerability Exploitation,8.42,1,1,8,8,2,0.83,1,942753,44.61,Medium,2순위
RISK-1643,Insider Threat,Database Server,DDoS,5.21,9,1,6,7,1,0.51,9,2674842,84.25,High,1순위
RISK-1644,Malware Infection,Endpoint PC,C2 Communication,6.24,10,9,3,10,2,0.56,5,2694446,100.0,High,1순위
RISK-1645,Data Leakage,Web Server,Vulnerability Exploitation,0.89,6,4,8,9,10,0.06,3,2040522,63.71,Medium,2순위
RISK-1646,External Attack,Cloud Service,Data Exfiltration,7.55,5,5,9,4,6,0.24,4,2028816,100.0,High,1순위
RISK-1647,Data Leakage,Cloud Service,Vulnerability Exploitation,1.28,7,3,5,7,5,0.07,1,1268869,54.67,Medium,2순위
RISK-1648,Service Disruption,VPN Server,C2 Communication,8.26,5,4,2,10,5,0.73,3,2388502,100.0,High,1순위
RISK-1649,External Attack,Web Server,Vulnerability Exploitation,7.82,10,8,2,10,6,0.18,8,2504714,100.0,High,1순위
RISK-1650,Malware Infection,Endpoint PC,Brute Force,7.09,5,4,7,1,10,0.83,2,1336015,100.0,High,1순위
RISK-1651,Credential Compromise,Endpoint PC,Brute Force,0.36,10,9,1,4,7,0.63,2,2462674,100.0,High,1순위
RISK-1652,Insider Threat,VPN Server,DDoS,3.03,7,9,10,2,9,0.26,9,2070101,100.0,High,1순위
RISK-1653,External Attack,Endpoint PC,Phishing,2.63,10,6,2,9,7,0.19,5,2240145,100.0,High,1순위
RISK-1654,External Attack,Web Server,DDoS,3.6,7,2,10,5,2,0.61,5,1932444,59.45,Medium,2순위
RISK-1655,External Attack,Cloud Service,Phishing,0.88,3,10,4,3,6,0.86,1,1210589,90.33,High,1순위
RISK-1656,Data Leakage,Database Server,Data Exfiltration,9.37,3,7,1,4,9,0.7,6,2540428,100.0,High,1순위
RISK-1657,Service Disruption,Cloud Service,Brute Force,5.54,10,9,4,6,7,0.36,8,3075796,100.0,High,1순위
RISK-1658,Credential Compromise,Cloud Service,Phishing,3.06,3,6,10,10,2,0.58,6,1442632,57.19,Medium,2순위
RISK-1659,Insider Threat,Web Server,Vulnerability Exploitation,3.97,6,3,5,1,3,0.33,7,1904305,95.86,High,1순위
RISK-1660,Insider Threat,Endpoint PC,Data Exfiltration,4.47,6,7,9,7,8,0.95,4,1865916,100.0,High,1순위
RISK-1661,Service Disruption,VPN Server,C2 Communication,6.01,3,5,1,8,9,0.72,2,1519365,100.0,High,1순위
RISK-1662,Data Leakage,VPN Server,Phishing,5.16,3,1,5,7,4,0.6,1,938924,48.61,Medium,2순위
RISK-1663,Data Leakage,File Server,DDoS,9.19,8,3,2,7,9,0.43,6,2008186,100.0,High,1순위
RISK-1664,Service Disruption,VPN Server,Phishing,4.97,8,5,9,9,2,0.61,9,2339789,94.66,High,1순위
RISK-1665,Service Disruption,VPN Server,DDoS,9.92,7,7,6,4,5,0.36,10,3083302,100.0,High,1순위
RISK-1666,Malware Infection,Endpoint PC,DDoS,8.51,10,3,2,7,2,0.08,5,3232771,100.0,High,1순위
RISK-1667,Data Leakage,Database Server,Brute Force,2.09,4,6,3,9,1,0.41,2,1300478,43.81,Medium,2순위
RISK-1668,External Attack,Database Server,Data Exfiltration,9.31,4,5,8,5,5,0.89,1,1714556,100.0,High,1순위
RISK-1669,Insider Threat,Endpoint PC,DDoS,1.16,3,1,1,2,2,0.61,3,1395053,58.59,Medium,2순위
RISK-1670,Data Leakage,VPN Server,Brute Force,8.17,5,10,3,5,7,0.13,4,1637499,100.0,High,1순위
RISK-1671,Service Disruption,Web Server,Brute Force,3.81,3,6,10,4,8,0.85,7,1609725,100.0,High,1순위
RISK-1672,External Attack,Cloud Service,DDoS,8.78,8,8,1,8,2,0.29,9,2906455,100.0,High,1순위
RISK-1673,Malware Infection,Cloud Service,Data Exfiltration,8.68,7,1,8,5,7,0.27,8,3227785,100.0,High,1순위
RISK-1674,Credential Compromise,Database Server,Vulnerability Exploitation,8.06,3,2,1,9,4,0.32,9,1948426,100.0,High,1순위
RISK-1675,Malware Infection,Endpoint PC,Phishing,7.9,9,4,5,9,1,0.57,7,2775760,100.0,High,1순위
RISK-1676,External Attack,Web Server,Brute Force,3.05,5,2,4,3,3,0.54,10,2753552,88.81,High,1순위
RISK-1677,External Attack,VPN Server,Phishing,0.81,9,9,7,10,1,0.49,8,2322538,76.65,High,1순위
RISK-1678,Service Disruption,Endpoint PC,Data Exfiltration,4.03,7,10,5,6,5,0.7,8,1935390,100.0,High,1순위
RISK-1679,Credential Compromise,Database Server,Vulnerability Exploitation,1.74,7,8,8,6,8,0.33,1,2555177,88.76,High,1순위
RISK-1680,Service Disruption,Web Server,C2 Communication,6.95,6,8,1,4,1,0.75,9,2022381,100.0,High,1순위
RISK-1681,Insider Threat,Web Server,Vulnerability Exploitation,3.46,2,4,5,10,9,0.21,2,1149251,60.47,Medium,2순위
RISK-1682,Credential Compromise,Database Server,Data Exfiltration,9.76,9,5,4,3,3,0.75,7,1946026,100.0,High,1순위
RISK-1683,Credential Compromise,Web Server,Vulnerability Exploitation,6.41,6,4,3,1,5,0.65,10,3017855,100.0,High,1순위
RISK-1684,Insider Threat,Cloud Service,C2 Communication,8.22,8,9,5,7,9,0.66,10,2808646,100.0,High,1순위
RISK-1685,Malware Infection,Database Server,Brute Force,1.33,1,2,10,5,5,0.48,5,794096,26.91,Low,3순위
RISK-1686,External Attack,Cloud Service,Vulnerability Exploitation,8.62,5,8,3,10,9,0.65,4,1579418,100.0,High,1순위
RISK-1687,Malware Infection,Endpoint PC,DDoS,9.23,1,2,8,7,10,0.12,1,1390449,91.35,High,1순위
RISK-1688,Service Disruption,File Server,DDoS,4.87,10,1,3,1,8,0.82,1,1790837,100.0,High,1순위
RISK-1689,Data Leakage,VPN Server,Data Exfiltration,6.06,8,10,1,8,7,0.1,3,2013595,100.0,High,1순위
RISK-1690,Service Disruption,Endpoint PC,Vulnerability Exploitation,7.65,8,3,9,3,1,0.18,1,1851195,83.4,High,1순위
RISK-1691,Data Leakage,Cloud Service,C2 Communication,1.75,1,9,9,7,4,0.57,8,951846,66.77,Medium,2순위
RISK-1692,External Attack,VPN Server,Data Exfiltration,5.03,9,3,6,3,9,0.72,3,3224424,100.0,High,1순위
RISK-1693,External Attack,VPN Server,Vulnerability Exploitation,3.99,2,9,10,3,10,0.12,10,1376451,100.0,High,1순위
RISK-1694,Credential Compromise,Cloud Service,Data Exfiltration,1.46,9,7,1,10,8,0.88,2,2185344,100.0,High,1순위
RISK-1695,External Attack,Cloud Service,DDoS,3.68,1,10,8,9,4,0.93,6,1389410,78.31,High,1순위
RISK-1696,Insider Threat,Database Server,C2 Communication,0.68,10,1,2,2,1,0.6,4,2093211,82.73,High,1순위
RISK-1697,Insider Threat,File Server,Brute Force,0.26,9,10,9,4,10,0.48,4,1949772,100.0,High,1순위
RISK-1698,Data Leakage,Cloud Service,C2 Communication,1.35,4,5,8,6,4,0.72,2,1298358,47.35,Medium,2순위
RISK-1699,Malware Infection,VPN Server,Brute Force,9.63,9,9,3,3,3,0.35,2,2444966,100.0,High,1순위
RISK-1700,Credential Compromise,VPN Server,Phishing,5.5,7,3,5,10,6,0.49,6,2683640,98.42,High,1순위
RISK-1701,Malware Infection,Endpoint PC,DDoS,9.66,6,9,9,10,5,0.87,5,2629509,100.0,High,1순위
RISK-1702,Data Leakage,File Server,DDoS,4.32,5,5,1,7,5,0.91,9,2229261,100.0,High,1순위
RISK-1703,Insider Threat,File Server,DDoS,3.12,9,9,9,7,2,0.88,4,1983987,100.0,High,1순위
RISK-1704,Service Disruption,VPN Server,C2 Communication,5.06,2,10,4,5,3,0.29,5,2369822,100.0,High,1순위
RISK-1705,Credential Compromise,File Server,Brute Force,4.4,2,6,4,3,6,0.26,1,1197733,89.64,High,1순위
RISK-1706,Data Leakage,Endpoint PC,Phishing,1.06,9,9,4,2,2,0.32,2,2357846,100.0,High,1순위
RISK-1707,Malware Infection,Database Server,Phishing,6.41,3,7,10,4,4,0.45,3,2276542,86.98,High,1순위
RISK-1708,Data Leakage,VPN Server,Phishing,2.16,8,7,9,4,2,0.33,5,2336317,81.98,High,1순위
RISK-1709,Data Leakage,Web Server,Data Exfiltration,6.2,9,8,6,8,9,0.39,5,3223268,100.0,High,1순위
RISK-1710,External Attack,VPN Server,C2 Communication,6.5,8,7,8,8,3,0.61,4,2927002,100.0,High,1순위
RISK-1711,Insider Threat,VPN Server,C2 Communication,1.52,4,9,4,5,10,0.74,10,2236244,100.0,High,1순위
RISK-1712,Credential Compromise,Database Server,DDoS,0.61,1,9,3,6,10,0.71,3,1996123,97.6,High,1순위
RISK-1713,External Attack,Cloud Service,C2 Communication,7.81,4,6,1,8,6,0.78,9,1902615,100.0,High,1순위
RISK-1714,Insider Threat,Cloud Service,C2 Communication,4.6,9,7,10,1,1,0.08,1,2790539,100.0,High,1순위
RISK-1715,Data Leakage,Web Server,Data Exfiltration,0.58,2,2,7,5,10,0.09,6,1374108,53.72,Medium,2순위
RISK-1716,Insider Threat,Web Server,C2 Communication,9.95,3,9,4,4,3,0.76,7,2121383,100.0,High,1순위
RISK-1717,Malware Infection,Web Server,Brute Force,0.58,10,1,8,4,8,0.53,10,2632212,100.0,High,1순위
RISK-1718,Credential Compromise,Cloud Service,Phishing,6.95,8,1,3,2,5,0.57,4,1742652,100.0,High,1순위
RISK-1719,External Attack,Database Server,Data Exfiltration,9.84,6,3,1,10,8,0.1,10,2425206,100.0,High,1순위
RISK-1720,Credential Compromise,File Server,Data Exfiltration,2.39,8,6,5,1,2,0.28,3,2089209,96.26,High,1순위
RISK-1721,Data Leakage,Web Server,DDoS,1.42,7,5,2,6,7,0.62,8,2654655,100.0,High,1순위
RISK-1722,Malware Infection,File Server,C2 Communication,1.21,5,2,3,7,9,0.82,9,2573269,100.0,High,1순위
RISK-1723,Insider Threat,Endpoint PC,Phishing,3.03,9,9,6,5,7,0.88,1,2000629,100.0,High,1순위
RISK-1724,Insider Threat,Database Server,Brute Force,1.01,4,10,3,8,3,0.5,10,1546972,98.3,High,1순위
RISK-1725,Malware Infection,File Server,Phishing,6.92,6,4,3,9,7,0.54,9,2206328,100.0,High,1순위
RISK-1726,Insider Threat,Cloud Service,Vulnerability Exploitation,0.62,2,4,6,2,8,0.8,7,1940475,84.8,High,1순위
RISK-1727,External Attack,Cloud Service,Phishing,5.09,2,5,5,4,1,0.53,1,943762,57.45,Medium,2순위
RISK-1728,Service Disruption,Web Server,Brute Force,9.97,2,8,10,9,3,0.52,7,1998726,100.0,High,1순위
RISK-1729,Insider Threat,Web Server,Brute Force,8.14,10,10,9,5,5,0.86,5,2140087,100.0,High,1순위
RISK-1730,Data Leakage,File Server,Brute Force,6.15,7,4,1,3,6,0.76,10,2692138,100.0,High,1순위
RISK-1731,Insider Threat,Cloud Service,Data Exfiltration,3.06,2,5,3,6,3,0.87,7,1858017,80.32,High,1순위
RISK-1732,Credential Compromise,File Server,Data Exfiltration,6.24,2,4,3,3,4,0.25,9,1903070,100.0,High,1순위
RISK-1733,Data Leakage,Endpoint PC,Vulnerability Exploitation,5.27,9,6,6,5,5,0.52,8,2993282,100.0,High,1순위
RISK-1734,Insider Threat,Database Server,Phishing,4.26,7,3,8,3,3,0.81,6,2600269,100.0,High,1순위
RISK-1735,Insider Threat,Cloud Service,C2 Communication,1.31,3,8,3,6,4,0.15,2,1612436,66.73,Medium,2순위
RISK-1736,Data Leakage,VPN Server,DDoS,8.87,3,6,3,10,5,0.77,8,2465647,100.0,High,1순위
RISK-1737,External Attack,Cloud Service,Vulnerability Exploitation,4.5,7,10,6,5,2,0.21,4,2759670,100.0,High,1순위
RISK-1738,Service Disruption,Endpoint PC,C2 Communication,1.95,5,5,8,9,10,0.78,8,2542983,100.0,High,1순위
RISK-1739,Service Disruption,Cloud Service,C2 Communication,3.68,10,2,6,3,9,0.6,7,3137958,100.0,High,1순위
RISK-1740,External Attack,Endpoint PC,Vulnerability Exploitation,4.14,6,10,10,6,10,0.22,4,2853404,100.0,High,1순위
RISK-1741,Insider Threat,Cloud Service,Phishing,8.28,8,10,3,8,8,0.48,8,3218707,100.0,High,1순위
RISK-1742,Service Disruption,Endpoint PC,DDoS,7.34,9,7,4,7,6,0.66,2,2533331,100.0,High,1순위
RISK-1743,External Attack,Web Server,C2 Communication,7.69,1,2,1,6,10,0.62,9,2343422,100.0,High,1순위
RISK-1744,External Attack,File Server,Data Exfiltration,0.11,3,1,8,2,3,0.43,6,820730,27.34,Low,3순위
RISK-1745,Service Disruption,Cloud Service,Data Exfiltration,4.16,7,7,4,7,2,0.86,7,2069133,100.0,High,1순위
RISK-1746,Data Leakage,Database Server,Vulnerability Exploitation,4.81,6,5,6,8,7,0.52,10,2799843,100.0,High,1순위
RISK-1747,Malware Infection,Web Server,DDoS,0.19,7,1,3,1,8,0.51,1,2121754,86.41,High,1순위
RISK-1748,Data Leakage,Endpoint PC,DDoS,2.6,8,4,6,9,10,0.11,3,2064754,97.6,High,1순위
RISK-1749,Insider Threat,Database Server,C2 Communication,7.6,6,4,9,4,1,0.88,10,2824027,100.0,High,1순위
RISK-1750,Data Leakage,Web Server,Vulnerability Exploitation,1.37,3,10,9,8,6,0.21,5,1257516,69.98,Medium,2순위
RISK-1751,Credential Compromise,VPN Server,DDoS,5.35,2,7,10,10,7,0.53,7,1912164,87.12,High,1순위
RISK-1752,Malware Infection,Cloud Service,DDoS,2.15,7,9,3,7,9,0.77,1,2720652,100.0,High,1순위
RISK-1753,Malware Infection,Cloud Service,Data Exfiltration,0.12,1,2,3,10,3,0.24,9,1003800,24.43,Low,3순위
RISK-1754,External Attack,Endpoint PC,Vulnerability Exploitation,2.41,3,1,4,7,2,0.52,5,965711,32.06,Low,3순위
RISK-1755,Credential Compromise,Web Server,C2 Communication,9.76,4,2,7,2,5,0.27,3,2568266,100.0,High,1순위
RISK-1756,Insider Threat,Web Server,C2 Communication,8.02,1,7,3,1,10,0.73,7,1940370,100.0,High,1순위
RISK-1757,External Attack,Endpoint PC,Data Exfiltration,9.6,5,10,10,4,1,0.56,10,2542662,100.0,High,1순위
RISK-1758,Data Leakage,VPN Server,Brute Force,4.88,10,6,8,2,6,0.82,8,3066012,100.0,High,1순위
RISK-1759,Data Leakage,Cloud Service,Brute Force,1.1,3,4,8,8,9,0.86,10,2125774,81.67,High,1순위
RISK-1760,Service Disruption,File Server,DDoS,5.48,2,1,6,10,10,0.63,10,2270264,96.06,High,1순위
RISK-1761,External Attack,VPN Server,Phishing,4.54,3,1,4,7,9,0.7,3,1476159,74.77,High,1순위
RISK-1762,Credential Compromise,Endpoint PC,Data Exfiltration,8.44,8,5,5,8,7,0.54,7,2237940,100.0,High,1순위
RISK-1763,External Attack,File Server,Phishing,0.98,6,1,2,6,7,0.4,7,2294795,92.9,High,1순위
RISK-1764,External Attack,Web Server,DDoS,4.88,7,7,6,1,8,0.63,4,2387406,100.0,High,1순위
RISK-1765,External Attack,VPN Server,Data Exfiltration,1.5,6,1,3,9,10,0.87,10,2379035,100.0,High,1순위
RISK-1766,Malware Infection,VPN Server,C2 Communication,3.25,6,1,6,6,2,0.43,9,2061034,69.55,Medium,2순위
RISK-1767,Service Disruption,Cloud Service,Data Exfiltration,7.37,3,2,5,10,6,0.33,1,1305596,77.56,High,1순위
RISK-1768,Insider Threat,Cloud Service,Vulnerability Exploitation,4.76,8,10,2,1,5,0.4,1,2150280,100.0,High,1순위
RISK-1769,Insider Threat,File Server,Phishing,3.76,7,3,5,1,5,0.44,5,2768019,100.0,High,1순위
RISK-1770,Insider Threat,Web Server,Data Exfiltration,3.94,7,1,5,8,3,0.12,3,1769983,54.94,Medium,2순위
RISK-1771,Malware Infection,VPN Server,Phishing,4.59,6,9,9,6,3,0.5,10,2448120,100.0,High,1순위
RISK-1772,Service Disruption,File Server,DDoS,7.85,5,10,8,8,6,0.49,9,2230210,100.0,High,1순위
RISK-1773,Credential Compromise,VPN Server,Data Exfiltration,8.92,10,8,7,8,10,0.58,5,2003060,100.0,High,1순위
